TaskID,Created,Classification,Progress,TitleDocumentID,DocumentPresentInCorpus,Title,SourceExport
15214,2026-05-15T02:44:51Z,Unclassifieds,Not Started,19912,no,19912 -2026-05-12 -NET CONSTRUCT (PROPOSAL FOR A CORPORATE HOUSING PARTNERSHIP ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15215,2026-05-15T03:16:20Z,Unclassifieds,Not Started,19912,no,19912 -2026-05-12 -NET CONSTRUCT (PROPOSAL FOR A CORPORATE HOUSING PARTNERSHIP ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15216,2026-05-15T03:18:37Z,Unclassifieds,Not Started,19912,no,19912 -2026-05-12 -NET CONSTRUCT (PROPOSAL FOR A CORPORATE HOUSING PARTNERSHIP ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15217,2026-05-15T03:19:11Z,Unclassifieds,Not Started,19912,no,19912 -2026-05-12 -NET CONSTRUCT (PROPOSAL FOR A CORPORATE HOUSING PARTNERSHIP ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15218,2026-05-15T15:56:42Z,Engagements and Events,Not Started,19920,no,19920 -2026-05-13 -PUBLIC PRIVATE DEVELOPMENT CENTRE (INVITATION TO ROUNDTABLE ON AI GOVERNANCE DEMOCRACY AND ACCOUNTABILITY IN NIGERIA).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15219,2026-05-15T15:58:45Z,Public Relations,Not Started,19928,no,19928 -2026-05-13 -TECHNOLOGY LAW CLUB UNIVERSITY OF JOS (REQUEST FOR EDUCATIONAL VISIT TO NITDA HEADQUARTERS).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15220,2026-05-15T16:10:54Z,Engagements and Events,Not Started,19973,no,19973 -2026-05-14 -SHPC (PRESIDENTIAL PRESS CORPS (PPC) ANNUAL DINNER).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15221,2026-05-15T16:49:06Z,Sponsorship And Collaborations,Not Started,19975,no,19975 -2026-05-14 -CCDDA (LETTER OF NOTIFICATION INVITATION GOODWILL MESSAGE AND STRATEGIC PARTNERSHIP ENGAGEMENT AT THE SECOND DICAN DIPLOMATIC).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15222,2026-05-15T16:57:30Z,Interventions,Not Started,19976,no,19976 -2026-05-14 -NAPTIP ( REQUEST  DEPLOYMENT OF DIGITAL LEARNING CENTRE ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15223,2026-05-15T17:00:24Z,Public Relations,Not Started,19978,no,19978 -2026-05-15 -WCCIMA (LETTER OF INTRODUCTION AND REQUEST FOR COURTESY VISIT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15224,2026-05-16T10:38:42Z,NITDA Engagements,Not Started,19990,no,19990 -2026-05-15 -NACCIMA (REQUEST FOR STRATEGIC COLLABORATION AND PARTNERSHIP ON THE INSTITUTIONALIZATION  AND IMPLEMENTATION OF THE NIGERIA ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15225,2026-05-16T10:39:22Z,Legal Matters,Not Started,19984,no,19984 -2026-05-15 -COURT OF APPEAL ABUJA DIVISION (4TH RESPONDENTS BRIEF OF ARGUMENT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15226,2026-05-18T18:16:41Z,Interventions,Not Started,19997,no,19997 -2026-05-18 -SHESTCO (REQUEST FOR ASSESSMENT AND ENHANCEMENT OF ICT INFRASTRUCTURE AND WEBSITE CAPABILITIES ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15227,2026-05-19T04:14:11Z,Legislative Matters,Not Started,19993,no,19993 -2026-05-18 -DEPUTY PRESIDENT OF THE SENATE FEDERAL REPUBLIC OF NIGERIA (LETTER OF INTRODUCTION ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15228,2026-05-19T04:15:35Z,NITDA Services,Not Started,19991,no,"19991 -2026-05-18 -NIGERIA BULK ELECTRICITY TRADING PLC (REQUEST QUALITY ASSUARANCE ASSESSMENT VISIT FOR NIGERIA BULK ELECTRICITY  TRADING PLC,S CLEARED IT PROJ",definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15229,2026-05-19T04:16:58Z,Administrative Matters,Not Started,19982,no,19982 -2026-05-15 -GATBRIX PREMIUM IMPEX LTD  (REQUEST FOR PAYMENT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15230,2026-05-19T04:17:21Z,Administrative Matters,Not Started,19981,no,19981 -2026-05-15 -FMWR  (REQUEST FOR RECORD OF SERVICE  (ROS) IN RESPECT OF BUKAR FATI ZANNA DEPUTY DIRECTOR ( PROCUMENT )(SGL) 16 ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15231,2026-05-19T04:17:51Z,Administrative Matters,Not Started,19981,no,19981 -2026-05-15 -FMWR  (REQUEST FOR RECORD OF SERVICE  (ROS) IN RESPECT OF BUKAR FATI ZANNA DEPUTY DIRECTOR ( PROCUMENT )(SGL) 16 ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15232,2026-05-19T04:19:12Z,NITDA Engagements,Not Started,19979,no,19979 -2026-05-15 -UNIVERSITY OF LAGOS NIGERIA (REQUEST FOR NOMINATION TO ATTEND THE DIGITAL  COOPERATION ORGANIZATION).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15233,2026-05-19T04:20:08Z,Public Relations,Not Started,19965,no,19965 -2026-05-14 -CMEC  NIGERIA DEVELOPMENT LTD (REQUEST REMINDER ON REQUEST FOR COURTESY VISIT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15234,2026-05-19T04:21:04Z,Sponsorship And Collaborations,Not Started,19960,no,19960 -2026-05-14 -B&C  (EXPRESSION OF INTEREST TO COLLABORATE WITH THE OFFICE FOR NIGERIAN DIGITAL INNOVATION  ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15235,2026-05-19T04:22:46Z,Sponsorship And Collaborations,Not Started,19995,no,19995 -2026-05-18 -SAPZ (REQUEST INTRODUCTION OF MESSRS ACE AXIS LIMITED -SAPZ DIGITAL FINANCIAL FLOW MONITORING SYSTEM ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15236,2026-05-19T04:23:36Z,Engagements and Events,Not Started,19994,no,19994 -2026-05-18 -CONSULATE OF THE REPUBLIC OF LIBERIA (INVITATION TO THE INAUGURAL LIBERIA-NIGERIA TRADE & INVESTMENT FORUM 2026 AND REQUEST FOR SUPPORT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15237,2026-05-19T04:24:37Z,Administrative Matters,Not Started,19980,no,19980 -2026-05-15 -ECO EXPLORE ( REQUEST PROVISION OF FACILITY  MANAGEMENT FOR THE HEADQUARTERS AND NCAIR WUYE.PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15238,2026-05-20T12:48:37Z,Finance Matters,Not Started,20018,no,20018 -2026-05-19 -FEDERAL INLAND REVENUE SERVICE ( ATTENTION-DIRECTOR FINANCE ACCOUNTS ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15239,2026-05-20T12:50:58Z,GOV TO GOV,Not Started,20017,no,20017 -2026-05-19 -GALAXY BACKBONE ( REQUEST CYBERSECURITY ALERT-MANDATORY MEASURES TO ADDRESS EMERGING THREATS TO GOVERNMENT DIGITAL INFRASTRUCTURE ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15240,2026-05-20T13:03:31Z,GOV TO GOV,Not Started,20025,no,20025 -2026-05-20 -SERVICOM (INVITATION TO SERVICOME CAPACITY BUILDING WORKSHOP).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15241,2026-05-20T16:32:00Z,Administrative Matters,Not Started,20033,no,20033 -2026-05-20 -DIVISIONAL POLICE OFFICER GARKI (REQUEST FOR REVIEW OF PERSONNEL ALLOWANCES AND ADMINISTRATIVE CHARGES ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15242,2026-05-20T16:36:41Z,Engagements and Events,Not Started,19998,no,19998 -2026-05-19 -STATE HOUSE PRESS CORPS ( PRESIDENTIAL PRESS CORPS PPC ANNUAL DINNER-CHANGE OF DATE ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15243,2026-05-20T16:38:25Z,GOV TO GOV,Not Started,19999,no,19999 -2026-05-19 -OFFICE OF THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION (CYBERSECURITY AND INFRASTRUCTURE SECURITY AGENCY).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15244,2026-05-20T17:03:27Z,Engagements and Events,Not Started,19998,no,19998 -2026-05-19 -STATE HOUSE PRESS CORPS ( PRESIDENTIAL PRESS CORPS PPC ANNUAL DINNER-CHANGE OF DATE ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15245,2026-05-21T02:57:56Z,Engagements and Events,Not Started,20002,no,20002 -2026-05-19 -THE FEDERAL POLYTECHNIC ( SPECIAL INVITATION TO SERVE AS THE GUEST SPEAKER AT THE COMBINED 11TH CONVOCATION CEREMONY OF THE FEDERAL POLYTECHN,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15246,2026-05-21T03:00:16Z,Public Relations,Not Started,20005,no,20005 -2026-05-19 -NISO NIGERIA INDEPENDENT SYSTEM OPERATOR ( NISO MANAGING DIRECTOR-CEO PROPOSED COURTESY VISIT TO NITDA ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15247,2026-05-21T03:00:39Z,Public Relations,Not Started,20005,no,20005 -2026-05-19 -NISO NIGERIA INDEPENDENT SYSTEM OPERATOR ( NISO MANAGING DIRECTOR-CEO PROPOSED COURTESY VISIT TO NITDA ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15248,2026-05-21T03:01:22Z,Sponsorship And Collaborations,Not Started,20006,no,20006 -2026-05-19 -NIGERIAN PRESS COUNCIL (REQUEST FOR SPONSORSHIP SUPPORT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15249,2026-05-21T03:01:49Z,FMCIDE,Not Started,20007,no,20007 -2026-05-19 -MCIDE (REQUEST FOR RELEASE OF MR. MUHAMMAD AMINU LAWAL TO PARTICIPATE IN THE ADLI PEER LEARNING INITIATIVE ON DIGITAL PUBLIC INFRASTRUCTURE.P,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15250,2026-05-21T03:02:42Z,Engagements and Events,Not Started,20009,no,20009 -2026-05-19 -NIGERIA COMPUTER SOCIETY (STAKEHOLDERS FORUM ON CYBERSECURITY INVITATION AS KEYNOTE SPEAKER ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15251,2026-05-21T03:03:04Z,Engagements and Events,Not Started,20010,no,20010 -2026-05-19 -DUALE OVIA & ALEX-ADEDIPE (INVITATION AS A SPECIAL GUEST AT THE 2026 ANNUAL BUSINESS SERIES OF DUALE OVIA & ALEX-ADEDIPE ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15252,2026-05-21T03:03:51Z,FMCIDE,Not Started,20012,no,20012 -2026-05-19 -MCIDE (REQUEST FOR SUPPORT FOR THE NATIONAL GIRLS IN ICT COMMEMORATION DINNER ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15253,2026-05-21T03:04:50Z,NITDA Services,Not Started,20013,no,20013 -2026-05-19 -COREN (REQUEST FOR CONSENT TO ENGAGE FOKALBITS TECHNOLOGIES LTD ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15254,2026-05-21T03:05:36Z,Public Relations,Not Started,20014,no,20014 -2026-05-19 -AI FOOD GOOD (LETTER OF APPRECIATION ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15255,2026-05-21T03:09:33Z,GOV TO GOV,Not Started,20015,no,20015 -2026-05-19 -NATIONAL BIOSAFETY MANAGEMENT  AGENCY (REQUEST FOR ICT SUPPORT AND DIGITAL  TRANSFORMATION PARTNERSHIP FOR THE NBMA ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15256,2026-05-21T03:09:54Z,Legal Matters,Not Started,20016,no,20016 -2026-05-19 -IN THE COURT OF APPEAL HOLDEN AT ABUJA.PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15257,2026-05-21T03:10:19Z,Finance Matters,Not Started,20020,no,20020 -2026-05-19 -20018 -2026-05-19 -FEDERAL INLAND REVENUE SERVICE ( ATTENTION-DIRECTOR FINANCE ACCOUNTS ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15258,2026-05-21T03:10:41Z,NITDA Services,Not Started,20021,no,20021 -2026-05-20 -NEMA(REQUEST RESPONSE TO LETTER REF.NO. NITDA HQ-ITPC-384-VOL.I-1 DATED 17TH APRIL 2025 ON ICT PROJECT CLEARANCE SUBMISSION ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15259,2026-05-21T03:11:22Z,Public Relations,Not Started,20027,no,20027 -2026-05-20 -DIDI (LETTER OF COURTESY VISIT AND PARTNERSHIP ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15260,2026-05-21T03:12:13Z,Sponsorship And Collaborations,Not Started,20029,no,20029 -2026-05-20 -CMD (REQUEST INVITATION TO PARTICIPATE IN THE EXCUTIVE STUDY PROGRAMME  ON STRATEGIC LEADERSHIP FOR HUMAN RESOURCE AND ADMINISTRATIVE ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15261,2026-05-21T03:12:52Z,NITDA Services,Not Started,20030,no,20030 -2026-05-20 -2026-05-20 (1).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15262,2026-05-21T03:14:02Z,GOV TO GOV,Not Started,20031,no,20031 -2026-05-20 -NBMA (INVITATION TO THE 1ST MEETING OF THE NATIONAL TECHNICAL WORKING GROUP NTWG ON BIOSECURITY ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15263,2026-05-21T03:15:30Z,Public Relations,Not Started,20032,no,20032 -2026-05-20 -ANDERSEN (STAKEHOLDER ENGAGEMENT INTELLECTUAL  PROPERTY SECURITISATION FRAMEWORK FOR NIGERIAS DIGITAL AND CREATIVE ECOSYSTEMS ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15264,2026-05-22T07:08:44Z,Engagements and Events,Not Started,20028,no,20028 -2026-05-20 -DBN DEVELOPMENT BANK   OF NIGERIA (SPECIAL INVITATION TO ATTEND DBNS  TECHPRENEUR SUMMIT 5.0 2026 ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15265,2026-05-22T07:10:44Z,Public Relations,Not Started,20034,no,20034 -2026-05-21 -BCN (OPERATIONALISING THE NATIONAL CLOUD POLICY 2025-A SOVEREIGN REFERENCE IMPLEMENTATION FRAMEWORK ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15266,2026-05-22T07:34:34Z,Public Relations,Not Started,20035,no,20035 -2026-05-21 -INTERNATIONAL IDEA ( INVITATION TO VALIDATION WORKSHOP ON ELECTRONIC TAGGING IMPLEMENTATION FRAMEWORK ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15267,2026-05-22T07:35:41Z,Engagements and Events,Not Started,20036,no,20036 -2026-05-21 -HFN (INVITATION TO THE HIGH-LEVEL STATKEHOLDER ROUNDTABLE-OPERATIONALISING  DIGITAL HEALTH TRANSFORMATION ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15268,2026-05-22T07:39:21Z,Engagements and Events,Not Started,20039,no,20039 -2026-05-21 -NACCIMA ( INVITATION TO INFRACON 2026 AS SPECIAL GUEST AND SESSION PRESENTER ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15269,2026-05-22T07:41:11Z,GOV TO GOV,Not Started,20041,no,20041 -2026-05-21 -NDPC ( INVITATION TO PARTICIPATE  IN A NATIONAL TECHNICAL CAPACITY DEVELOPMENT ON DATA SECURITY ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15270,2026-05-22T07:44:35Z,Engagements and Events,Not Started,20042,no,20042 -2026-05-21 -NCS ( INVITATION AT TECHNICAL PRESENTATION-2026 STAKEHOLDERS FORUM ON CYBERSECURITY ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15271,2026-05-22T07:46:07Z,Public Relations,Not Started,20043,no,20043 -2026-05-21 -PTDF (LETTER OF ACKNOWLEDGEMENT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15272,2026-05-22T07:47:27Z,Public Relations,Not Started,20044,no,20044 -2026-05-21 -SERAP ( LETTER OF APPRECIATION AND REQUEST FOR DOCUMENTARY INTERVIEW ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15273,2026-05-22T07:48:20Z,Sponsorship And Collaborations,Not Started,20045,no,20045 -2026-05-21 -NDCCITMA ( REQUEST INVITATION TO PARTNER WITH NDCCITMA IN THE HOSTING OF NIGERIA DELTA ECONOMIC INVESTMENT SUMMIT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15274,2026-05-22T07:49:44Z,GOV TO GOV,Not Started,20048,no,20048 -2026-05-21 -NSA (REQUEST HACKERS EXPLOIT MICROSOFT TEAMS IN DISGUISED CYBER ESPIONAGE CAMPAIGN ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15275,2026-05-22T07:50:39Z,GOV TO GOV,Not Started,20049,no,20049 -2026-05-21 -NSA (REQUEST EU BANS CHINESE HIGH-RISK  INVERTERS OVER CYBERSECURITY THREATS ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15276,2026-05-22T07:51:58Z,NITDA Services,Not Started,20050,no,20050 -2026-05-21 -FEDERAL MINISTRY OF INDUSTRY TRADE AND INVESTMENT( REQUEST FOR TAKEDOWN OF WEBSITE-NIPO.GOV.NG ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15277,2026-05-22T07:53:43Z,NITDA Engagements,Not Started,20052,no,20052 -2026-05-21 -SW GLOBAL (REQUEST FOR SUPPORT AND ACCESS TO DRIVERS LICENSE DATA FOR DIGITAL TRUST ECOSYSTEM PROOF OF CONCEPT.PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15278,2026-05-22T07:54:14Z,Public Relations,Not Started,20053,no,20053 -2026-05-21 -CEG (APPRECIATION FOR CONTINUED SUPPORT AND REQUEST FOR A COURTESY VISIT ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15279,2026-05-22T07:54:48Z,Engagements and Events,Not Started,20054,no,20054 -2026-05-21 -SUSTAINABILITY TABLE SERIES (INVITATION FOR SPEAKING ENGAGEMENT & STRATEGIC PARTNERSHIP-10TH EDITION OF THE SUSTAINABILITY TABLE DISCOURSE SE,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15280,2026-05-22T07:56:02Z,Public Relations,Not Started,20055,no,20055 -2026-05-21 -BUSINESS DAY CONFERENCES (INVITATION TO PARTNER AND SPEAK AT THE BUSINESSDAY CEO FORUM 2026 ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15281,2026-05-22T07:57:05Z,Sponsorship And Collaborations,Not Started,20056,no,20056 -2026-05-21 -VON NEWMANN TECHNOLOGY CONSULTANT LIMITED (SUBJECT OFFICIAL PROPOSAL SUBMISSION -DEVELOPMENT AND IMPLEMENTATION OF A PERFORMANCE REVIEW & HR ,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15282,2026-05-22T13:51:29Z,Sponsorship And Collaborations,Not Started,19996,no,"19996 -2026-05-18 -INFORMA (INVITATION AS STRATEGIC DIGITAL TRANSFORMATION PARTNER-NIGERIA ENERGY 2026 OCTOBER 27-29,2026 ).PDF",definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15283,2026-05-22T15:57:57Z,Administrative Matters,Not Started,20078,no,20078 -2026-05-22 -PSIN (REQUEST FOR TRANSFER OF SERVICE OF MRS MOHAMMED SAFI OTHMAN ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15284,2026-05-22T15:59:04Z,Engagements and Events,Not Started,20077,no,20077 -2026-05-22 -SON (INVITATION TO THE ARSO DUAL MARK OF QUALITYAWARD CEREMONY ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15285,2026-05-22T16:06:34Z,Engagements and Events,Not Started,20077,no,20077 -2026-05-22 -SON (INVITATION TO THE ARSO DUAL MARK OF QUALITYAWARD CEREMONY ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15286,2026-05-22T16:07:47Z,Sponsorship And Collaborations,Not Started,20075,no,20075 -2026-05-22 -DIGITAL EQUITY AFRICA (STRATEGIC PARTNERSHIP PROPOSAL  ADVANCING NIGERIAS NATIONAL AI AGENDA THROUGH A GLOBAL IMMERSION IN CHINA ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15287,2026-05-22T16:29:41Z,Engagements and Events,Not Started,20062,no,20062 -2026-05-22 -CENTRAL BANK OF NIGERIA (INVITATION TO ATTEND THE OFFICIAL LAUNCH OF THE PAYMENTS SYSTEM VISION 2028 ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15288,2026-05-22T16:32:20Z,Public Relations,Not Started,20071,no,20071 -2026-05-22 -AFFAS ( INVITATION TO THE VALIDATION WORKSHOP FINALISING THE OPERATIONAL FRAMEWORK FOR THE AI-ENABLED DIGITAL ADVISORY PLATFORM INITIATIVE ).,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15289,2026-05-22T16:33:35Z,Engagements and Events,Not Started,20070,no,20070 -2026-05-22 -FMA (NOMINATION AND INVITATION TO NATIONAL STEERING COMMITTEE ON RENEWED HOPE COOPERATIVE REFORM AND REVAMP PROGRAMME ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15290,2026-05-22T16:34:13Z,Administrative Matters,Not Started,20069,no,20069 -2026-05-22 -FEDERAL UNIVERSITY OF TECHNOLOGY BABURA JIGAWA STATE NIGERIA (REQUEST FOR TRANSFER OF SERVICE OF TAURA ALIYU UBA ).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15291,2026-05-23T03:59:10Z,NITDA Services,Not Started,18987,no,18987 -2026-03-10 -THE FEDERAL POLYTECHNIC NASARAWA (REQUEST FOR TECHNICAL INTERVENTION AND ASSISTANCE IN RECOVERING ADMINISTRATIVE CONTROL).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15292,2026-06-01T10:05:30Z,GOV TO GOV,Not Started,20113,no,20113 -2026-05-29 -ONSA (UNITED STATES TRADEAND DEVELOPMENT AGENCY PLANS TELECOMS FEASIBILITY STUDY IN NIGERIA TO COUNTER CHINESE).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15293,2026-06-01T10:06:57Z,GOV TO GOV,Not Started,20112,no,20112 -2026-05-29 -ONSA (UBA SENEGAL LOSSES OVER TWO MILLION DOLLARS TO LARGE SCALE CYBER ENABLED INFILTRATION OF BANKING SYSTEM).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
15294,2026-06-01T10:07:52Z,GOV TO GOV,Not Started,20111,no,20111 -2026-05-29 -ONSA (EUROPOL DISMANTLES INTERNATIONAL CRIMINAL NETWORK PRODUCING AND SELLING FAKE MEDICINES AND SUPPLEMENTS).PDF,definitions/Copy of - Fetch_All_Data_&_References_Matrix-POST__08584201914788160149253197884CU95__flow_run_record.json
